RA,Nome,Gênero,Turma,Escola,Instituição de ensino,Ativo/ Inativo,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2024,INDE 2022,INDE 2023,INDE 2024,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Avaliador4,Avaliador5,Avaliador6,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-868,Aluno-868,Masculino,ALFA A - G0/G1,EE Chácara Florida II,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.63895,7.156366666600001,2015-11-08 00:00:00,8,,,,Topázio,,,,3,Avaliador-11,,Avaliador-2,,Avaliador-9,,,,8.002,9.75,3.76,6.875,,7.0,8.0,6.0,,,,7.213333333,5.0,,,,2024
RA-87,Aluno-87,Masculino,7A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,7A,Fase 6 (2° EM),1,Topázio,8.71196797863248,8.6625,9.437924561333332,2007-09-26 00:00:00,17,,Ametista,Topázio,Topázio,,,,3,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,8.751,9.649122807,9.375,9.375,,9.166666666666666,10.0,7.5,10.0,,,9.623333333,10.0,,,,2024
RA-871,Aluno-871,Masculino,1B,EE Chácara Florida II,Pública,Cursando,2023,1B,Fase 1 (3° e 4° ano),0,Ametista,,6.8617,7.2917293147999995,2014-06-21 00:00:00,10,,,,Agata,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,8.502,9.328063240999999,4.38,5.3125,,7.25,6.0,8.5,,,,5.783333333,10.0,,,,2024
RA-873,Aluno-873,Feminino,1B,EE Olivia de Faria Nogueira,Pública,Cursando,2023,1B,Fase 3 (7° e 8° ano),-2,Ametista,,7.8012,7.61095,2012-03-01 00:00:00,12,,,,Ametista,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,8.002,10.0,6.88,7.1875,,6.75,7.0,6.5,,,,7.77,5.0,,,,2024
RA-874,Aluno-874,Masculino,1E,EE Chácara Florida II,Pública,Cursando,2023,1E,Fase 2 (5° e 6° ano),-1,Ametista,,5.811,7.0235939394,2013-11-17 00:00:00,10,,,,Quartzo,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.502,4.696969697,6.26,8.75,,7.75,6.0,9.5,,,,7.915,5.0,,,,2024
RA-876,Aluno-876,Masculino,1K,EM Etelvina Delfim Simões,Pública,Cursando,2023,1K,Fase 1 (3° e 4° ano),0,Ametista,,8.6492,7.612057142800001,2015-04-11 00:00:00,9,,,,Topázio,,,,2,Avaliador-15,,Avaliador-2,,,,,,8.502,9.0476190475,7.51,8.333333333,,3.75,7.5,0.0,,,,8.09,10.0,,,,2024
RA-878,Aluno-878,Masculino,1B,EE Chácara Florida II,Pública,Cursando,2023,1B,Fase 2 (5° e 6° ano),-1,Agata,,6.24,6.5335560606000005,2013-07-22 00:00:00,11,,,,Agata,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.002,6.1363636360000005,4.38,7.1875,,6.75,6.0,7.5,,,,6.996666667,5.0,,,,2024
RA-879,Aluno-879,Feminino,1A,EM Etelvina Delfim Simões,Pública,Cursando,2023,1A,Fase 2 (5° e 6° ano),-1,Topázio,,6.8225,8.1096318182,2014-03-05 00:00:00,10,,,,Agata,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.502,9.090909091,6.26,7.8125,,8.5,8.0,9.0,,,,8.67,5.0,,,,2024
RA-88,Aluno-88,Masculino,8E,Faculdade FIAP,Privada *Parcerias com Bolsa 100%,Cursando,2021,8E,Fase 8 (Universitários),0,,7.4984926759906765,,,2005-05-14 03:00:00,19,,Ametista,Ametista,,,,,0,,,,,,,,,,0.0,,,,,,,,,,,10.0,,,,2024
RA-880,Aluno-880,Feminino,ALFA E - G2/G3,EE Chácara Florida II,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,6.724,6.853080434800001,2015-11-29 00:00:00,8,,,,Agata,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,8.445652174,2.51,7.1875,,6.5,7.5,5.5,,,,7.22,5.0,,,,2024
RA-884,Aluno-884,Feminino,ALFA B - G2/G3,EM Pedro Antonio de Almeida,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.4587,8.0345030302,2015-12-02 00:00:00,8,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,10.002,8.818181818,6.26,7.5,,8.75,10.0,7.5,,,,8.223333333,5.0,,,,2024
RA-885,Aluno-885,Masculino,ALFA D - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.8252,8.2072,2015-10-30 00:00:00,9,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,8.502,10.0,7.51,7.5,,8.5,10.0,7.0,,,,8.28,5.0,,,,2024
RA-886,Aluno-886,Feminino,ALFA E - G2/G3,EM Etelvina Delfim Simões,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.6422,8.419200000000002,2016-01-05 00:00:00,8,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,10.0,8.13,7.5,,8.75,9.0,8.5,,,,8.28,5.0,,,,2024
RA-888,Aluno-888,Masculino,ALFA D - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.9182,8.1942,2016-04-11 00:00:00,8,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,10.0,6.88,7.5,,8.5,9.0,8.0,,,,8.28,5.0,,,,2024
RA-889,Aluno-889,Masculino,ALFA B - G2/G3,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.8092,8.191290909100001,2015-07-07 00:00:00,9,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,8.502,9.2954545455,6.26,7.5,,9.75,10.0,9.5,,,,8.28,5.0,,,,2024
RA-891,Aluno-891,Feminino,ALFA B - G2/G3,EE Chácara Florida II,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,7.8882,8.035957575700001,2014-10-03 00:00:00,10,,,,Ametista,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,10.002,9.0454545455,6.26,7.5,,8.75,10.0,7.5,,,,8.003333333,5.0,,,,2024
RA-892,Aluno-892,Masculino,1C,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1C,Fase 1 (3° e 4° ano),0,Topázio,,8.8112,8.697700000000001,2015-01-16 00:00:00,9,,,,Topázio,,,,2,Avaliador-3,,Avaliador-15,,,,,,8.002,10.0,7.51,8.125,,8.75,10.0,7.5,,,,7.92,10.0,,,,2024
RA-893,Aluno-893,Masculino,1B,EE Chácara Florida II,Pública,Cursando,2023,1B,Fase 1 (3° e 4° ano),0,Topázio,,8.8042,8.8910333334,2014-10-05 00:00:00,10,,,,Topázio,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.002,10.0,7.51,8.125,,9.25,10.0,8.5,,,,7.886666667,10.0,,,,2024
RA-894,Aluno-894,Feminino,1C,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1C,Fase 2 (5° e 6° ano),-1,Topázio,,8.8142,8.67895,2014-04-14 00:00:00,10,,,,Topázio,,,,2,Avaliador-3,,Avaliador-15,,,,,,10.002,10.0,7.51,8.4375,,9.5,9.0,10.0,,,,8.42,5.0,,,,2024
RA-895,Aluno-895,Feminino,ALFA B - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,8.5397,8.2579575757,2015-05-27 00:00:00,9,,,,Topázio,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,9.5454545455,6.26,7.5,,9.5,10.0,9.0,,,,8.113333333,5.0,,,,2024
RA-896,Aluno-896,Masculino,1C,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1C,Fase 1 (3° e 4° ano),0,Topázio,,9.0912,8.2852454545,2015-12-24 00:00:00,8,,,,Topázio,,,,2,Avaliador-3,,Avaliador-15,,,,,,8.502,9.7727272725,7.51,8.125,,6.5,6.5,6.5,,,,8.085,10.0,,,,2024
RA-897,Aluno-897,Masculino,ALFA I - G2/G3,EE Francisco de Paula Teixeira,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Quartzo,,5.48225,5.2212050505,2014-08-02 00:00:00,10,,,,Quartzo,,,,2,Avaliador-3,,Avaliador-13,,,,,,7.002,2.7525252525,2.51,6.875,,6.0,5.5,6.5,,,,6.66,5.0,,,,2024
RA-898,Aluno-898,Masculino,1B,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1B,Fase 2 (5° e 6° ano),-1,Ametista,,8.4217,7.8661333334000005,2014-06-03 00:00:00,10,,,,Topázio,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,6.418,10.0,7.51,7.5,,7.5,9.0,6.0,,,,8.616666667,5.0,,,,2024
RA-899,Aluno-899,Masculino,1B,EE Chácara Florida II,Pública,Cursando,2023,1B,Fase 1 (3° e 4° ano),0,Topázio,,8.8452,8.425024769300002,2015-03-27 00:00:00,9,,,,Topázio,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,10.002,9.1007905135,5.635,8.125,,8.25,8.0,8.5,,,,7.893333333,10.0,,,,2024
RA-90,Aluno-90,Feminino,7E,Colégio Poliedro - SP,Privada *Parcerias com Bolsa 100%,Cursando,2021,7E,Fase 5 (1° EM),2,Topázio,9.441521857142858,8.699408333,8.352033333333335,2009-02-25 00:00:00,15,Topázio,Topázio,Topázio,Topázio,,,,0,,,,,,,,,10.002,9.0,6.885,7.5,,8.066666666666666,7.7,8.3,8.2,,,7.5,10.0,,,,2024
RA-900,Aluno-900,Feminino,1B,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1B,Fase 1 (3° e 4° ano),0,Topázio,,8.8947,8.802003030200002,2015-03-18 00:00:00,9,,,,Topázio,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.002,9.318181818,8.13,8.125,,8.5,8.0,9.0,,,,8.563333333,10.0,,,,2024
RA-903,Aluno-903,Feminino,1B,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1B,Fase 1 (3° e 4° ano),0,Topázio,,8.5242,8.0758287879,2015-04-04 00:00:00,9,,,,Topázio,,,,3,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,10.002,9.7727272725,7.505,7.8125,,5.0,6.0,4.0,,,,7.946666667,10.0,,,,2024
RA-904,Aluno-904,Feminino,ALFA F - G0/G1,EE Chácara Florida II,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.140783333,7.6352,2016-02-12 00:00:00,8,,,,Topázio,,,,3,Avaliador-11,,Avaliador-2,,Avaliador-9,,,,9.502,8.75,7.51,7.5,,6.0,6.0,6.0,,,,8.67,5.0,,,,2024
RA-905,Aluno-905,Masculino,ALFA J - G2/G3,EM Pedro Antonio de Almeida,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Agata,,7.831033333,6.3925823529,2013-11-27 00:00:00,10,,,,Ametista,,,,2,Avaliador-3,,Avaliador-13,,,,,,9.002,7.7794117645,7.51,6.875,,3.0,2.0,4.0,,,,6.99,5.0,,,,2024
RA-907,Aluno-907,Feminino,ALFA J - G2/G3,EE Dom Pedro Villas Boas de Souza,Privada,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.962033333,7.9400888889,2015-10-23 00:00:00,9,,,,Topázio,,,,2,Avaliador-3,,Avaliador-13,,,,,,9.002,8.9444444445,7.51,7.5,,8.75,10.0,7.5,,,,7.5,5.0,,,,2024
RA-908,Aluno-908,Feminino,ALFA I - G2/G3,EE Joaquim Mendes Feliz,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,8.479366667,6.764292246,2015-06-08 00:00:00,9,,,,Topázio,,,,2,Avaliador-3,,Avaliador-13,,,,,,8.502,8.14171123,7.51,7.1875,,4.75,3.0,6.5,,,,6.83,5.0,,,,2024
RA-909,Aluno-909,Feminino,ALFA J - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,8.486033333,7.722033333300001,2013-10-22 00:00:00,11,,,,Topázio,,,,2,Avaliador-3,,Avaliador-13,,,,,,10.002,8.1666666665,7.51,6.875,,8.25,10.0,6.5,,,,7.5,5.0,,,,2024
RA-91,Aluno-91,Feminino,6L,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,6L,Fase 7 (3° EM),-1,Ametista,6.644810737664296,7.42395,7.426704761933335,2006-10-10 00:00:00,18,Ametista,Ametista,Ágata,Ametista,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,10.002,7.476190476333334,5.635,7.875,,7.333333333333333,9.0,4.0,9.0,,,8.068,5.0,,,,2024
RA-910,Aluno-910,Masculino,1G,EM Etelvina Delfim Simões,Pública,Cursando,2023,1G,Fase 1 (3° e 4° ano),0,Topázio,,7.801,8.1163818182,2015-01-23 00:00:00,9,,,,Ametista,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.502,8.674242424500001,7.51,7.916666667,,7.5,9.0,6.0,,,,7.443333333,10.0,,,,2024
RA-911,Aluno-911,Masculino,1G,EE Leonice de Aquino Oliveira,Pública,Cursando,2023,1G,Fase 3 (7° e 8° ano),-2,Quartzo,,5.59545,5.4552454547,2012-05-19 00:00:00,12,,,,Quartzo,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.002,4.772727273,7.51,6.041666667,,4.5,5.0,4.0,,,,4.726666667,5.0,,,,2024
RA-912,Aluno-912,Feminino,ALFA G - G2/G3,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,7.0797,7.697103508700001,2014-06-13 00:00:00,10,,,,Ametista,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,9.4736842105,7.51,8.125,,7.25,7.0,7.5,,,,6.943333333,5.0,,,,2024
RA-916,Aluno-916,Feminino,ALFA I - G2/G3,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Quartzo,,7.3882,5.5058531621,2014-03-18 00:00:00,10,,,,Ametista,,,,2,Avaliador-3,,Avaliador-13,,,,,,8.502,7.3320158105,2.51,6.5625,,2.75,3.5,2.0,,,,6.16,5.0,,,,2024
RA-918,Aluno-918,Feminino,ALFA G - G2/G3,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Quartzo,,7.4967,5.657357017600001,2016-03-19 00:00:00,8,,,,Ametista,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,7.918,8.697368421,2.51,5.9375,,2.75,1.0,4.5,,,,6.156666667,5.0,,,,2024
RA-919,Aluno-919,Masculino,ALFA I - G2/G3,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Quartzo,,6.225,5.799702673800001,2014-04-16 00:00:00,10,,,,Agata,,,,2,Avaliador-3,,Avaliador-13,,,,,,7.002,4.692513369,6.255,6.875,,5.25,6.5,4.0,,,,6.49,5.0,,,,2024
RA-92,Aluno-92,Feminino,7A,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,7A,Fase 7 (3° EM),0,Topázio,6.957316284888314,7.375916667,8.052279017,2006-09-12 00:00:00,18,Topázio,Ametista,Ágata,Ametista,,,,3,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,10.002,8.769145085,7.51,7.8125,,7.5,8.0,5.0,9.5,,,6.33,10.0,,,,2024
RA-920,Aluno-920,Feminino,ALFA G - G2/G3,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,6.9647,7.7494938597,2015-07-20 00:00:00,9,,,,Agata,,,,3,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,7.6710526315,7.51,7.1875,,8.25,9.0,7.5,,,,8.226666667,5.0,,,,2024
RA-921,Aluno-921,Feminino,ALFA I - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.7407,7.2838203209,2016-04-13 00:00:00,8,,,,Ametista,,,,2,Avaliador-3,,Avaliador-13,,,,,,8.502,8.6631016045,7.51,7.5,,6.0,5.0,7.0,,,,7.5,5.0,,,,2024
RA-922,Aluno-922,Feminino,1C,EE Francisco de Paula Teixeira,Pública,Cursando,2023,1C,Fase 1 (3° e 4° ano),0,Topázio,,8.5262,8.5209954545,2014-12-03 00:00:00,9,,,,Topázio,,,,2,Avaliador-3,,Avaliador-15,,,,,,9.002,9.5227272725,7.51,7.8125,,7.75,7.5,8.0,,,,8.17,10.0,,,,2024
RA-923,Aluno-923,Feminino,1D,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,1D,Fase 1 (3° e 4° ano),0,Ametista,,8.8842,7.688609090900001,2015-04-01 00:00:00,9,,,,Topázio,,,,2,Avaliador-3,,Avaliador-15,,,,,,8.002,7.9545454545,7.51,8.125,,5.5,5.0,6.0,,,,8.17,10.0,,,,2024
RA-924,Aluno-924,Masculino,ALFA I - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,6.5207,6.4727360962,2015-08-02 00:00:00,9,,,,Agata,,,,2,Avaliador-3,,Avaliador-13,,,,,,7.002,4.598930481,7.51,7.1875,,7.0,7.5,6.5,,,,7.415,5.0,,,,2024
RA-925,Aluno-925,Masculino,ALFA I - G2/G3,EE Dom Pedro Villas Boas de Souza,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,7.1837,6.587019518800001,2015-12-01 00:00:00,8,,,,Ametista,,,,2,Avaliador-3,,Avaliador-13,,,,,,8.002,7.005347594,7.51,7.1875,,4.75,3.0,6.5,,,,7.33,5.0,,,,2024
RA-926,Aluno-926,Feminino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,1G,Fase 2 (5° e 6° ano),-1,Ametista,,7.7792,7.7830787878,2014-06-15 00:00:00,10,,,,Ametista,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.002,9.7727272725,7.51,8.333333333,,7.0,7.0,7.0,,,,7.22,5.0,,,,2024
RA-927,Aluno-927,Feminino,1G,EM Maria Ignez Concelles Irma Ines,Pública,Cursando,2023,1G,Fase 1 (3° e 4° ano),0,Ametista,,7.5982,7.9921696969000005,2014-06-11 00:00:00,10,,,,Ametista,,,,3,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.002,9.318181818,7.51,8.333333333,,6.5,7.0,6.0,,,,7.22,10.0,,,,2024
RA-928,Aluno-928,Feminino,1K,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,1K,Fase 1 (3° e 4° ano),0,Topázio,,9.3712,8.8733666667,2015-04-14 00:00:00,9,,,,Topázio,,,,2,Avaliador-15,,Avaliador-2,,,,,,8.002,10.0,7.51,8.541666667,,8.75,8.5,9.0,,,,8.59,10.0,,,,2024
RA-929,Aluno-929,Feminino,ALFA O - G2/G3,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,9.1312,7.7244368421,2015-10-22 00:00:00,9,,,,Topázio,,,,2,Avaliador-12,,Avaliador-13,,,,,,9.002,9.4736842105,7.51,8.125,,6.75,7.0,6.5,,,,7.58,5.0,,,,2024
RA-93,Aluno-93,Feminino,7E,Colégio Albert Einstein - SP,Privada - Programa de Apadrinhamento,Cursando,2021,7E,Fase 6 (2° EM),1,Topázio,8.940600419054803,,8.275550000066668,2007-08-13 00:00:00,17,Ametista,Topázio,Topázio,,,,,0,,,,,,,,,9.168,9.931666667,6.2575,7.5,,7.483333333333333,6.75,7.2,8.5,,,7.5,10.0,,,,2024
RA-930,Aluno-930,Masculino,ALFA O - G2/G3,EE Jardim Campestre,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.8872,7.9298184211,2015-10-13 00:00:00,9,,,,Topázio,,,,2,Avaliador-12,,Avaliador-13,,,,,,8.502,9.7368421055,7.51,7.8125,,8.0,8.0,8.0,,,,7.5,5.0,,,,2024
RA-931,Aluno-931,Masculino,ALFA K - G0/G1,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.3747,7.075466666700001,2015-04-08 00:00:00,9,,,,Ametista,,,,2,Avaliador-12,,Avaliador-11,,,,,,7.918,8.5833333335,2.51,7.5,,8.5,8.0,9.0,,,,6.83,5.0,,,,2024
RA-934,Aluno-934,Feminino,ALFA L - G2/G3,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,9.1737,8.338700000000001,2015-09-15 00:00:00,9,,,,Topázio,,,,2,Avaliador-12,,Avaliador-13,,,,,,9.502,9.75,7.51,9.375,,8.5,10.0,7.0,,,,7.75,5.0,,,,2024
RA-935,Aluno-935,Masculino,ALFA O - G2/G3,EE Jardim Campestre,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,7.9535,8.3422,2014-09-23 00:00:00,10,,,,Ametista,,,,2,Avaliador-12,,Avaliador-13,,,,,,9.502,10.0,7.51,8.75,,8.5,10.0,7.0,,,,7.83,5.0,,,,2024
RA-937,Aluno-937,Feminino,ALFA O - G2/G3,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,9.3237,8.3792,2015-03-03 00:00:00,9,,,,Topázio,,,,2,Avaliador-12,,Avaliador-13,,,,,,10.002,10.0,9.38,8.75,,7.5,8.0,7.0,,,,7.83,5.0,,,,2024
RA-938,Aluno-938,Masculino,ALFA L - G2/G3,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Topázio,,6.7372,8.0056026915,2014-06-01 00:00:00,10,,,,Agata,,,,2,Avaliador-12,,Avaliador-13,,,,,,9.502,9.544513457499999,7.51,8.125,,7.75,10.0,5.5,,,,7.665,5.0,,,,2024
RA-939,Aluno-939,Feminino,1N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2023,1N,Fase 2 (5° e 6° ano),-1,Ametista,,7.9742,7.051379841899999,2012-10-04 00:00:00,12,,,,Ametista,,,,2,Avaliador-15,,Avaliador-2,,,,,,9.002,8.8833992095,5.63,8.125,,5.0,6.0,4.0,,,,7.495,5.0,,,,2024
RA-94,Aluno-94,Feminino,6L,Colégio Arco Íris Evolução,Privada - Programa de Apadrinhamento,Cursando,2021,6L,Fase 6 (2° EM),0,Topázio,8.920648367521368,7.289333333,8.637033333333335,2007-07-01 00:00:00,17,Ametista,Topázio,Topázio,Ametista,,,,5,Avaliador-23,,Avaliador-24,,Avaliador-26,Avaliador-1,Avaliador-7,,10.002,9.666666666666666,6.26,8.375,,8.0,7.0,7.0,10.0,,,8.2,10.0,,,,2024
RA-941,Aluno-941,Feminino,ALFA L - G2/G3,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,7.6872,7.746700000000001,2015-03-02 00:00:00,9,,,,Ametista,,,,2,Avaliador-12,,Avaliador-13,,,,,,8.002,9.25,5.01,8.125,,8.75,10.0,7.5,,,,7.665,5.0,,,,2024
RA-943,Aluno-943,Feminino,1L,EM Amanda Consuelo da Cunha,Pública,Cursando,2023,1L,Fase 1 (3° e 4° ano),0,Topázio,,8.9172,8.965033333300001,2015-01-12 00:00:00,9,,,,Topázio,,,,2,Avaliador-15,,Avaliador-2,,,,,,10.002,10.0,7.51,8.958333333,,8.0,7.0,9.0,,,,8.59,10.0,,,,2024
RA-944,Aluno-944,Feminino,ALFA L - G2/G3,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2023,ALFA,Fase 2 (5° e 6° ano),-2,Ametista,,7.0687,7.8262,2014-01-20 00:00:00,10,,,,Ametista,,,,2,Avaliador-12,,Avaliador-13,,,,,,9.002,7.25,7.51,8.75,,9.0,10.0,8.0,,,,7.75,5.0,,,,2024
RA-945,Aluno-945,Masculino,ALFA N - G2/G3,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.0777,7.4195809524000005,2015-04-02 00:00:00,9,,,,Topázio,,,,2,Avaliador-13,,Avaliador-2,,,,,,9.002,9.511904762,2.51,7.5,,8.75,10.0,7.5,,,,6.83,5.0,,,,2024
RA-946,Aluno-946,Masculino,ALFA N - G2/G3,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,8.5822,6.677723809500001,2016-01-11 00:00:00,8,,,,Topázio,,,,2,Avaliador-13,,Avaliador-2,,,,,,9.502,8.7976190475,2.51,7.5,,4.5,3.0,6.0,,,,7.835,5.0,,,,2024
RA-947,Aluno-947,Masculino,ALFA M - G0/G1,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,6.3457,6.053509523800001,2015-03-02 00:00:00,9,,,,Agata,,,,2,Avaliador-3,,Avaliador-11,,,,,,9.002,7.619047619,7.51,5.625,,4.5,4.0,5.0,,,,4.58,5.0,,,,2024
RA-949,Aluno-949,Feminino,ALFA N - G2/G3,EE Luiz Schunck,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.0172,7.1323428571,2015-08-03 00:00:00,9,,,,Topázio,,,,2,Avaliador-13,,Avaliador-2,,,,,,9.002,8.7857142855,7.51,6.25,,6.5,6.0,7.0,,,,6.495,5.0,,,,2024
RA-950,Aluno-950,Feminino,ALFA N - G2/G3,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Ametista,,8.8862,7.693461904800001,2014-11-17 00:00:00,9,,,,Topázio,,,,2,Avaliador-13,,Avaliador-2,,,,,,9.502,9.023809524,7.51,6.875,,7.0,7.5,6.5,,,,8.0,5.0,,,,2024
RA-951,Aluno-951,Feminino,ALFA N - G2/G3,João Friaza Colégio,Privada,Cursando,2023,ALFA,Fase 1 (3° e 4° ano),-1,Agata,,8.8902,6.4483428571,2016-05-23 00:00:00,8,,,,Topázio,,,,2,Avaliador-13,,Avaliador-2,,,,,,10.002,9.0357142855,2.51,6.25,,4.0,5.0,3.0,,,,7.325,5.0,,,,2024
