RA,Nome,Gênero,Turma,Instituição de ensino,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2023,INDE 2022,INDE 2023,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-321,Aluno-321,Feminino,4N,Pública,2022,FASE 4,Fase 3 (7° e 8° ano),1,Ametista,7.792,7.695233333,4/24/2010,13.0,,,Ametista,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,8.3,9.4,2.52,8.125,,6.2,6.0,5.8,6.7,,,8.42,10.0,,,,2023
RA-1195,Aluno-1195,Feminino,4N,Pública,2022,FASE 4,Fase 7 (3° EM),-3,Quartzo,,5.677291667,2006-02-10 00:00:00,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,0.0,8.3,2.52,8.28125,,5.4,4.3,4.7,7.3,,,8.0025,2.5,,,,2023
RA-159,Aluno-159,Feminino,4N,Pública,2021,FASE 4,Fase 6 (2° EM),-2,Agata,6.49,6.805033333,8/28/2007,16.0,,Ametista,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,7.9,8.1,2.52,8.125,,6.3,5.0,6.0,7.8,,,7.8775,5.0,,,,2023
RA-322,Aluno-322,Feminino,4N,Pública,2022,FASE 4,Fase 4 (9° ano),0,Ametista,6.859,7.037808333,2/28/2009,14.0,,,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,6.7,8.3,2.52,7.96875,,5.3,4.0,5.5,6.3,,,8.045,10.0,,,,2023
RA-251,Aluno-251,Masculino,4N,Pública,2018,FASE 4,Fase 5 (1° EM),-1,Agata,7.022,6.665208333,2007-08-12 00:00:00,,Ametista,Ametista,Ágata,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-23,,Avaliador-8,,9.6,8.0,2.52,7.34375,,5.3,5.0,5.5,5.3,,,7.835,5.0,,,,2023
RA-116,Aluno-116,Feminino,5A,Pública,2019,FASE 5,Fase 7 (3° EM),-2,Agata,6.854,6.433075,8/31/2006,17.0,Ametista,Ágata,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,7.6,5.0,7.96875,,4.7,2.3,5.0,6.8,,,7.5475,5.0,,,,2023
RA-103,Aluno-103,Feminino,5A,Privada - Programa de Apadrinhamento,2020,FASE 5,Fase 4 (9° ano),1,Topázio,8.107,8.0239,5/17/2009,14.0,Ágata,Ametista,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.2,5.0,8.125,,7.1,7.3,6.3,7.7,,,8.09,10.0,,,,2023
RA-42,Aluno-42,Masculino,5A,Privada - Programa de Apadrinhamento,2019,FASE 5,Fase 6 (2° EM),-1,Agata,6.72,6.794516667,2007-11-03 00:00:00,,Topázio,Ametista,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.6,5.63,6.5625,,5.7,6.3,4.2,6.7,,,6.6675,5.0,,,,2023
RA-121,Aluno-121,Feminino,5A,Pública,2021,FASE 5,Fase 6 (2° EM),-1,Agata,7.245,6.811875,2006-12-11 00:00:00,,,Ágata,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.3,8.8,5.0,7.34375,,6.0,5.0,5.7,7.3,,,7.4625,5.0,,,,2023
RA-106,Aluno-106,Feminino,5A,Privada - Programa de Apadrinhamento,2016,FASE 5,Fase 5 (1° EM),0,Ametista,7.973,7.769658333,12/23/2007,15.0,Topázio,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,9.1,5.0,7.03125,,7.3,6.7,6.8,8.3,,,7.5075,10.0,,,,2023
RA-123,Aluno-123,Masculino,5A,Privada - Programa de Apadrinhamento,2017,FASE 5,Fase 7 (3° EM),-2,Agata,7.084,6.068333333,7/22/2006,17.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,9.4,5.0,6.875,,5.7,5.0,5.3,6.7,,,6.8375,5.0,,,,2023
RA-46,Aluno-46,Feminino,5A,Pública,2022,FASE 5,Fase 8 (Universitários),-3,Quartzo,6.048,5.545383333,4/16/2005,18.0,,,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,7.4,2.52,6.5625,,4.4,2.8,3.0,7.3,,,6.6275,2.5,,,,2023
RA-125,Aluno-125,Feminino,5A,Privada,2022,FASE 5,Fase 6 (2° EM),-1,Agata,7.619,6.989633333,1/21/2007,16.0,,,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,7.7,5.0,8.125,,5.8,3.3,5.8,8.2,,,7.835,5.0,,,,2023
RA-110,Aluno-110,Masculino,5A,Privada - Programa de Apadrinhamento,2017,FASE 5,Fase 5 (1° EM),0,Topázio,8.15,8.0879,7/19/2008,15.0,Ametista,Topázio,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,8.6,5.0,8.75,,7.5,8.3,6.2,8.0,,,8.2975,10.0,,,,2023
RA-128,Aluno-128,Masculino,5A,Privada,2019,FASE 5,Fase 6 (2° EM),-1,Agata,5.563,6.503908333,9/20/2007,16.0,Ametista,Ágata,Quartzo,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,7.3,5.0,7.34375,,5.7,6.3,4.0,6.7,,,7.5475,5.0,,,,2023
RA-143,Aluno-143,Masculino,5A,Privada - Programa de Apadrinhamento,2019,FASE 5,Fase 4 (9° ano),1,Ametista,8.638,7.794358333,2009-01-08 00:00:00,,Topázio,Topázio,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.6,2.52,8.28125,,6.5,9.2,5.0,5.2,,,8.3375,10.0,,,,2023
RA-111,Aluno-111,Feminino,5A,Privada - Programa de Apadrinhamento,2020,FASE 5,Fase 4 (9° ano),1,Ametista,8.646,7.566458333,6/27/2009,14.0,Ametista,Topázio,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.7,5.0,7.65625,,6.0,6.0,5.2,6.7,,,8.0875,10.0,,,,2023
RA-112,Aluno-112,Feminino,5A,Privada - Programa de Apadrinhamento,2016,FASE 5,Fase 6 (2° EM),-1,Ametista,7.836,7.141308333,2007-09-08 00:00:00,,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,8.1,5.0,7.96875,,7.4,7.3,6.5,8.3,,,7.9225,5.0,,,,2023
RA-115,Aluno-115,Feminino,5A,Pública,2019,FASE 5,Fase 6 (2° EM),-1,Agata,5.886,6.319141667,11/18/2006,16.0,Ametista,Ametista,Quartzo,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,7.1,5.0,7.34375,,4.2,3.7,3.8,5.2,,,7.215,5.0,,,,2023
RA-1196,Aluno-1196,Masculino,5B,Privada,2023,FASE 5,Fase 5 (1° EM),0,Ametista,,7.03025,6/13/2008,15.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.2,5.0,7.8125,,7.5,8.0,6.2,8.3,,,8.045,10.0,,,,2023
RA-52,Aluno-52,Masculino,5B,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 4 (9° ano),1,Ametista,7.861,7.9642,2009-08-02 00:00:00,,Topázio,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,10.0,9.8,2.52,8.125,,6.4,7.7,4.8,6.7,,,8.2975,10.0,,,,2023
RA-1197,Aluno-1197,Feminino,5B,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Agata,,6.946058333,4/26/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,8.4,5.0,7.03125,,7.3,5.3,7.2,9.3,,,7.215,5.0,,,,2023
RA-108,Aluno-108,Feminino,5B,Concluiu o 3º EM,2019,FASE 5,Fase 7 (3° EM),-2,Quartzo,5.547,4.9308,2005-04-11 00:00:00,,Ágata,Ágata,Quartzo,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,5.8,7.3,2.52,4.375,,2.9,2.7,3.2,2.8,,,5.59,5.0,,,,2023
RA-1198,Aluno-1198,Feminino,5B,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Ametista,,7.515233333,2007-11-08 00:00:00,,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.4,6.26,7.5,,6.7,7.3,3.7,9.0,,,7.9625,5.0,,,,2023
RA-127,Aluno-127,Feminino,5B,Pública,2022,FASE 5,Fase 5 (1° EM),0,Ametista,8.283,7.91935,7/18/2008,15.0,,,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,7.8,6.26,8.4375,,6.4,4.7,6.3,8.2,,,8.6725,10.0,,,,2023
RA-114,Aluno-114,Masculino,5B,Pública,2022,FASE 5,Fase 7 (3° EM),-2,Quartzo,5.894,5.335,2006-02-09 00:00:00,,,,Quartzo,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,6.0,3.14,7.5,,5.6,4.0,4.5,8.3,,,7.255,5.0,,,,2023
RA-146,Aluno-146,Feminino,5C,Pública,2022,FASE 5,Fase 6 (2° EM),-1,Ametista,7.947,7.584483333,2007-06-06 00:00:00,,,,Ametista,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,6.2,9.5,5.0,8.4375,,7.9,7.8,5.8,10.0,,,8.2125,5.0,,,,2023
RA-1199,Aluno-1199,Masculino,5C,Pública,2023,FASE 5,Fase 7 (3° EM),-2,Ametista,,7.024933333,2006-11-01 00:00:00,,,,,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,6.7,9.1,5.0,6.875,,6.2,6.8,5.0,6.7,,,8.0875,5.0,,,,2023
RA-70,Aluno-70,Feminino,5C,Pública,2017,FASE 5,Fase 7 (3° EM),-2,Agata,5.712,6.869133333,8/20/2006,17.0,Ágata,Quartzo,Quartzo,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,9.2,9.2,5.0,7.5,,4.3,3.0,3.5,6.3,,,7.545,5.0,,,,2023
RA-107,Aluno-107,Feminino,5C,Pública,2018,FASE 5,Fase 5 (1° EM),0,Agata,6.258,6.845208333,11/25/2007,15.0,Topázio,Ágata,Ágata,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,8.5,5.0,7.34375,,7.0,6.0,5.2,9.7,,,7.5875,10.0,,,,2023
RA-1200,Aluno-1200,Feminino,5C,Pública,2023,FASE 5,Fase 5 (1° EM),0,Quartzo,,5.711166667,12/21/2007,15.0,,,,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,6.4,5.0,7.5,,4.0,4.3,2.3,5.5,,,6.8725,10.0,,,,2023
RA-151,Aluno-151,Feminino,5C,Pública,2020,FASE 5,Fase 7 (3° EM),-2,Agata,7.563,6.892541667,6/15/2006,17.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,7.8,7.52,8.59375,,7.9,6.8,7.0,10.0,,,8.1725,5.0,,,,2023
RA-85,Aluno-85,Masculino,5C,Pública,2022,FASE 5,Fase 6 (2° EM),-1,Ametista,6.243,7.08435,2/13/2007,16.0,,,Ágata,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,8.8,8.9,6.27,5.9375,,5.7,5.8,3.8,7.5,,,7.8425,5.0,,,,2023
RA-1201,Aluno-1201,Masculino,5C,Pública,2023,FASE 5,Fase 5 (1° EM),0,Topázio,,8.378008333,2/18/2008,15.0,,,,,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,9.2,9.6,3.77,8.59375,,7.8,8.3,6.5,8.5,,,8.7575,10.0,,,,2023
RA-131,Aluno-131,Feminino,5F,Pública,2016,FASE 5,Fase 6 (2° EM),-1,Quartzo,7.174,5.952358333,2/15/2007,16.0,Topázio,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,7.8,5.0,7.65625,,2.2,0.0,3.0,3.5,,,6.8,5.0,,,,2023
RA-132,Aluno-132,Feminino,5F,Privada - Programa de Apadrinhamento,2019,FASE 5,Fase 5 (1° EM),0,Ametista,8.355,7.350625,3/28/2008,15.0,Topázio,Ametista,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.7,2.52,7.65625,,6.5,6.3,6.5,6.7,,,7.715,10.0,,,,2023
RA-133,Aluno-133,Feminino,5F,Pública,2016,FASE 5,Fase 6 (2° EM),-1,Agata,6.875,6.168416667,4/27/2007,16.0,Ametista,Quartzo,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,7.9,2.52,7.1875,,5.3,5.0,4.3,6.7,,,6.505,5.0,,,,2023
RA-104,Aluno-104,Masculino,5F,Pública,2022,FASE 5,Fase 8 (Universitários),-3,Quartzo,6.315,4.25,2004-06-08 00:00:00,,,,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.7,2.52,5.625,,2.6,3.7,1.8,2.3,,,5.6275,2.5,,,,2023
RA-137,Aluno-137,Feminino,5F,Privada - Programa de Apadrinhamento,2016,FASE 5,Fase 7 (3° EM),-2,Quartzo,7.056,5.937025,12/29/2005,17.0,Quartzo,Ágata,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,6.3,2.52,6.40625,,6.0,7.3,4.5,6.2,,,6.88,5.0,,,,2023
RA-144,Aluno-144,Feminino,5F,Privada - Programa de Apadrinhamento,2017,FASE 5,Fase 4 (9° ano),1,Quartzo,8.181,4.990333333,12/23/2008,14.0,Ágata,Quartzo,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,5.2,2.52,6.25,,4.4,3.3,2.5,7.3,,,6.0,10.0,,,,2023
RA-1202,Aluno-1202,Feminino,5F,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Agata,,6.202008333,2/28/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,7.6,7.52,7.34375,,3.3,4.5,3.3,2.0,,,6.67,5.0,,,,2023
RA-90,Aluno-90,Feminino,5L,Privada - Programa de Apadrinhamento,2019,FASE 5,Fase 4 (9° ano),1,Topázio,9.442,8.699408333,2/25/2009,14.0,Topázio,Topázio,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,10.0,9.6,7.52,8.59375,,7.7,6.7,6.8,9.5,,,8.1725,10.0,,,,2023
RA-167,Aluno-167,Feminino,5L,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 7 (3° EM),-2,Ametista,7.798,7.806141667,2006-10-08 00:00:00,,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.9,5.0,7.96875,,7.9,8.3,7.2,8.3,,,7.8375,5.0,,,,2023
RA-168,Aluno-168,Feminino,5L,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 5 (1° EM),0,Agata,6.917,6.483083333,11/15/2007,15.0,Ametista,Ametista,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,9.6,6.89,6.5625,,4.7,4.3,3.0,6.7,,,6.4225,10.0,,,,2023
RA-1203,Aluno-1203,Feminino,5L,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Ametista,,7.487841667,2007-04-10 00:00:00,,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,10.0,2.52,7.96875,,7.2,6.7,5.8,9.2,,,7.8775,5.0,,,,2023
RA-155,Aluno-155,Masculino,5L,Pública,2022,FASE 5,Fase 7 (3° EM),-2,Agata,7.051,6.318991667,6/18/2006,17.0,,,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,8.1,5.0,7.03125,,4.4,5.3,2.8,5.2,,,6.5875,5.0,,,,2023
RA-94,Aluno-94,Feminino,5L,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 6 (2° EM),-1,Ametista,8.921,7.289333333,2007-01-07 00:00:00,,Ametista,Topázio,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.6,2.52,8.75,,7.2,7.7,4.8,9.0,,,7.795,5.0,,,,2023
RA-81,Aluno-81,Feminino,5L,Privada - Programa de Apadrinhamento,2017,FASE 5,Fase 5 (1° EM),0,Ametista,7.675,7.45425,3/22/2008,15.0,Ametista,Topázio,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,8.8,2.52,7.8125,,6.3,8.7,4.7,5.5,,,7.2125,10.0,,,,2023
RA-302,Aluno-302,Masculino,5L,Pública,2022,FASE 5,Fase 7 (3° EM),-2,Quartzo,6.334,5.314333333,2/18/2006,17.0,,,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.3,5.0,7.5,,4.3,4.7,2.3,5.8,,,6.255,5.0,,,,2023
RA-171,Aluno-171,Masculino,5L,Pública,2022,FASE 5,Fase 7 (3° EM),-2,Agata,6.581,6.293083333,9/16/2006,17.0,,,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,7.2,5.0,7.1875,,5.2,4.5,4.8,6.2,,,6.755,5.0,,,,2023
RA-160,Aluno-160,Feminino,5L,Privada - Programa de Apadrinhamento,2021,FASE 5,Fase 6 (2° EM),-1,Agata,6.746,6.598266667,9/21/2007,16.0,,Ágata,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.3,2.52,8.125,,5.0,3.3,3.8,8.0,,,7.46,5.0,,,,2023
RA-1204,Aluno-1204,Masculino,5L,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Agata,,6.940416667,4/16/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.7,5.0,7.8125,,6.1,5.0,3.7,9.7,,,7.2125,5.0,,,,2023
RA-1205,Aluno-1205,Feminino,5L,Pública,2023,FASE 5,Fase 8 (Universitários),-3,Agata,,6.806466667,5/13/2005,18.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,9.2,6.26,7.5,,5.0,5.2,3.7,6.2,,,7.085,2.5,,,,2023
RA-173,Aluno-173,Masculino,5L,Privada - Programa de Apadrinhamento,2019,FASE 5,Fase 7 (3° EM),-2,Ametista,7.816,7.757466667,11/16/2005,17.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,8.5,6.26,8.125,,8.1,9.0,6.2,9.2,,,7.8775,5.0,,,,2023
RA-166,Aluno-166,Masculino,5L,Privada - Programa de Apadrinhamento,2020,FASE 5,Fase 5 (1° EM),0,Topázio,8.253,8.105583333,2008-03-06 00:00:00,,Ametista,Ametista,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.9,6.26,8.4375,,8.1,7.0,7.2,10.0,,,7.4625,10.0,,,,2023
RA-175,Aluno-175,Feminino,5L,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 6 (2° EM),-1,Agata,6.75,6.569516667,2007-04-03 00:00:00,,Ametista,Ametista,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.2,2.52,7.1875,,4.8,5.0,5.0,4.5,,,7.085,5.0,,,,2023
RA-153,Aluno-153,Feminino,5M,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 5 (1° EM),0,Ametista,7.535,7.289966667,8/15/2008,15.0,Ágata,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,7.4,2.52,8.125,,6.4,6.0,5.3,8.0,,,7.71,10.0,,,,2023
RA-1206,Aluno-1206,Feminino,5M,Pública,2023,FASE 5,Fase 7 (3° EM),-2,Agata,,6.724183333,5/17/2006,17.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.3,2.52,7.8125,,5.6,4.7,3.7,8.3,,,7.7125,5.0,,,,2023
RA-157,Aluno-157,Feminino,5M,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 3 (7° e 8° ano),2,Ametista,8.317,7.879008333,3/13/2010,13.0,Ametista,Topázio,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.9,2.52,8.59375,,6.8,6.0,6.8,7.5,,,8.63,10.0,,,,2023
RA-1207,Aluno-1207,Feminino,5M,Pública,2023,FASE 5,Fase 5 (1° EM),0,Ametista,,7.58235,2008-12-02 00:00:00,,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.0,5.0,7.8125,,5.5,5.0,4.0,7.5,,,7.63,10.0,,,,2023
RA-1208,Aluno-1208,Masculino,5M,Pública,2023,FASE 5,Fase 5 (1° EM),0,Ametista,,7.0651,2/29/2008,15.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.8,2.52,6.875,,6.2,5.0,4.8,8.8,,,6.2525,10.0,,,,2023
RA-1209,Aluno-1209,Feminino,5M,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Ametista,,7.43375,10/23/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.4,5.0,7.8125,,7.4,7.7,5.7,8.8,,,7.7125,5.0,,,,2023
RA-158,Aluno-158,Feminino,5M,Privada - Programa de Apadrinhamento,2017,FASE 5,Fase 4 (9° ano),1,Ametista,7.302,7.297425,2009-05-01 00:00:00,,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.0,2.52,8.28125,,6.0,6.0,5.7,6.3,,,7.545,10.0,,,,2023
RA-161,Aluno-161,Feminino,5M,Privada - Programa de Apadrinhamento,2018,FASE 5,Fase 4 (9° ano),1,Agata,7.957,6.250166667,5/29/2009,14.0,Ametista,Ametista,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.3,2.52,8.125,,5.8,7.0,4.5,6.0,,,7.795,10.0,,,,2023
RA-164,Aluno-164,Masculino,5M,Privada,2018,FASE 5,Fase 6 (2° EM),-1,Quartzo,6.776,5.638666667,12/29/2006,16.0,Ágata,Ágata,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.2,2.52,6.875,,5.8,6.0,4.2,7.3,,,6.9625,5.0,,,,2023
RA-1210,Aluno-1210,Feminino,5M,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Ametista,,7.171083333,10/20/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.4,5.0,7.8125,,4.7,5.0,2.0,7.0,,,8.09,5.0,,,,2023
RA-165,Aluno-165,Feminino,5M,Privada - Programa de Apadrinhamento,2017,FASE 5,Fase 5 (1° EM),0,Ametista,8.063,7.583433333,2008-02-08 00:00:00,,Ametista,Ametista,Topázio,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,9.2,2.52,8.125,,7.3,7.3,6.2,8.3,,,7.795,10.0,,,,2023
RA-1211,Aluno-1211,Feminino,5M,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Ametista,,7.09205,7/24/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.1,5.0,7.8125,,6.2,6.3,4.5,7.8,,,7.7125,5.0,,,,2023
RA-1212,Aluno-1212,Feminino,5M,Pública,2023,FASE 5,Fase 6 (2° EM),-1,Agata,,6.755358333,7/20/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,8.9,5.0,7.65625,,4.2,0.0,3.5,9.0,,,7.715,5.0,,,,2023
RA-1213,Aluno-1213,Feminino,5M,Pública,2023,FASE 5,Fase 7 (3° EM),-2,Quartzo,,5.95625,2006-03-07 00:00:00,,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.4,2.52,7.8125,,6.0,6.7,4.8,6.5,,,7.715,5.0,,,,2023
RA-40,Aluno-40,Feminino,6A,Privada - Programa de Apadrinhamento,2016,FASE 6,Fase 7 (3° EM),-1,Ametista,7.203,7.169975,8/28/2006,17.0,Ametista,Ágata,Ametista,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.2,7.52,7.96875,,5.9,6.2,5.7,5.8,,,7.755,5.0,,,,2023
RA-1214,Aluno-1214,Masculino,6A,Pública,2023,FASE 6,Fase 6 (2° EM),0,Topázio,,8.378666667,2/28/2007,16.0,,,,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.8,6.89,7.5,,7.4,8.0,5.0,9.3,,,7.6725,10.0,,,,2023
RA-71,Aluno-71,Feminino,6A,Pública,2019,FASE 6,Fase 8 (Universitários),-2,Ametista,4.332,7.3651,2005-11-04 00:00:00,,Ágata,Ametista,Quartzo,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,9.8,6.26,7.5,,6.6,7.3,5.5,7.0,,,7.7125,5.0,,,,2023
RA-53,Aluno-53,Masculino,6A,Concluiu o 3º EM,2022,FASE 6,Fase 8 (Universitários),-2,Ametista,6.725,7.600633333,4/13/2005,18.0,,,Ágata,,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,9.1,5.63,7.5,,7.7,7.3,6.5,9.2,,,7.5875,5.0,,,,2023
